Ticker,EPS,P/E Ratio,PEG Ratio,P/B Ratio,ROE,P/B Ratio,Operating Margin,EBITDA,Industry
SYK,13.52,27.156063,2.55,6.9463625,0.18868,6.9463625,0.21587,5693000192.0,Medical Devices
RRC,2.98,10.006711,0.95,1.8600299,0.13164,1.8600299,0.18275999,1120222976.0,Oil & Gas E&P
CPB,3.41,13.586511,2.9,3.6388628,0.15203,3.6388628,0.119490005,1783000064.0,Packaged Foods
DG,6.3,12.9777775,-6.62,2.476525,0.20882,2.476525,0.05386,3025478912.0,Discount Stores
FOXA,3.62,11.569061,0.84,1.8032293,0.14313,1.8032293,0.20537001,2847000064.0,Entertainment
CMI,21.91,14.99361,2.04,4.713808,0.1894,4.713808,0.1096,4445000192.0,Specialty Industrial Machinery
CCL,1.72,12.732557,0.06,3.227708,0.20120001,3.227708,0.27609,5878000128.0,Travel Services
MKC,3.12,25.240385,3.42,3.897936,0.15067,3.897936,0.17282,1270200064.0,Packaged Foods
KHC,3.1,10.803226,4.15,0.8377946,0.027999999,0.8377946,0.21431999,6446000128.0,Packaged Foods
NYT,2.06,27.58738,2.69,5.1748314,0.15815,5.1748314,0.13194999,411884992.0,Publishing
CI,31.8,9.952516,0.93,2.1014154,0.07606,2.1014154,0.027449999,8554999808.0,Healthcare Plans
CAG,2.69,10.769516,7.16,1.5900983,0.05605,1.5900983,0.14738,2239500032.0,Packaged Foods
WB,1.77,5.062147,1.56,0.6388592,0.10095,0.6388592,0.30919,548529472.0,Internet Content & Information
VMC,9.08,29.778637,2.96,4.5391064,0.11133,4.5391064,0.21044001,1985699968.0,Building Materials
NWSA,1.04,26.269232,-13.63,1.9147743,0.03943,1.9147743,0.06286,1220000000.0,Entertainment
CLF,0.51,26.01961,1.85,0.87354356,0.01194,0.87354356,0.02121,1643000064.0,Steel
NUE,9.57,15.001045,-2.22,1.6581196,0.13221,1.6581196,0.06895,4940151808.0,Steel
CHRW,4.8,21.2125,1.44,7.441351,0.22818,7.441351,0.052010003,706444992.0,Integrated Freight & Logistics
RL,12.65,15.625298,1.67,5.210767,0.28403,5.210767,0.13939999,1036800000.0,Apparel Manufacturing
LEN,16.17,10.4922695,1.3,1.6787715,0.15878001,1.6787715,0.13887,5534482944.0,Residential Construction
HAIN,0.6,15.15,0.58,0.8661268,-0.07654,0.8661268,0.0546,135566000.0,Packaged Foods
DOV,9.36,20.204062,2.25,4.5532465,0.2911,4.5532465,0.17549999,1765938048.0,Specialty Industrial Machinery
CNX,1.82,18.64835,1.63,1.1900837,0.13833,1.1900837,0.31308,1332748032.0,Oil & Gas E&P
CINF,7.27,19.34663,2.69,1.5925585,0.25135002,1.5925585,0.31717,4062000128.0,Insurance—Property & Casualty
HL,0.32,20.0,-1.77,1.9993752,-0.021760002,1.9993752,0.12403,227876000.0,Other Precious Metals & Mining
KMX,3.77,19.17772,3.84,1.8173592,0.06853,1.8173592,0.02696,926968000.0,Auto & Truck Dealerships
HES,8.42,16.359858,1.78,3.9246132,0.2885,3.9246132,0.34984002,7015000064.0,Oil & Gas E&P
TJX,4.6,24.43261,2.91,16.290766,0.66199,16.290766,0.105579995,7125000192.0,Apparel Retail
SE,2.08,45.85577,0.93,7.9278526,-0.02925,7.9278526,0.02177,374732000.0,Internet Retail
HUN,1.1,19.836363,1.24,1.2061245,-0.0075199995,1.2061245,0.02668,294000000.0,Chemicals
HSY,9.04,19.829645,28.19,9.042575,0.47917998,9.042575,0.15658,3018906880.0,Confectioners
ETN,11.94,28.056952,2.0,6.9253507,0.20079,6.9253507,0.19149,5456999936.0,Specialty Industrial Machinery
NE,4.33,7.1847577,0.26,1.1156136,0.15537,1.1156136,0.3078,938454976.0,Oil & Gas Drilling
DHR,8.38,29.565632,5.09,3.4880054,0.07586,3.4880054,0.20335,7511000064.0,Diagnostics & Research
CROX,13.26,8.009804,1.78,3.600583,0.57069,3.600583,0.25403,1130941056.0,Footwear & Accessories
CHTR,35.0,10.471143,1.67,4.801011,0.34924,4.801011,0.24428,21283999744.0,Telecom Services
WU,1.82,5.9010987,1.59,5.5590057,1.06689,5.5590057,0.18812999,951200000.0,Credit Services
PH,29.45,21.562988,2.73,6.3376884,0.24641001,6.3376884,0.19524,4971430912.0,Specialty Industrial Machinery
XOMA,-0.59,-51.491528,-13.25,3.5436835,-0.1735,3.5436835,-0.09733,-19097000.0,Biotechnology
TSM,8.08,23.87995,1.4,1.2538339,0.28027,1.2538339,0.47487998,1797362417664.0,Semiconductors
SWN,1.01,7.039604,0.56,2.082601,-0.53755003,2.082601,-0.09511,3832000000.0,Oil & Gas Integrated
GBX,5.0,11.788,0.65,1.3335444,0.11347,1.3335444,0.117089994,427000000.0,Railroads
TSCO,11.12,23.972124,3.26,12.481622,0.5058,12.481622,0.09359,1913799040.0,Specialty Retail
SPTN,2.07,10.2657,2.82,0.92379254,0.05942,0.92379254,0.01584,234380992.0,Food Distribution
LNC,7.59,4.4163375,0.35,0.71132994,0.05781,0.71132994,-0.00191,-856499968.0,Insurance—Life
FE,2.89,14.4394455,2.21,1.9352595,0.083050005,1.9352595,0.20488001,3899000064.0,Utilities—Regulated Electric
ETR,7.73,18.730917,3.03,2.065095,0.11951,2.065095,0.33220002,4437644800.0,Utilities—Regulated Electric
CX,0.75,6.9066663,0.56,7.421203,0.024349999,7.421203,0.09741,2996177920.0,Building Materials
CLB,0.97,19.484535,1.08,3.5373385,0.11163,3.5373385,0.12347999,71359000.0,Oil & Gas Equipment & Services
SANM,6.1,11.696721,-0.89,1.7864743,0.10235,1.7864743,0.045700002,478035008.0,Electronic Components
MUR,3.99,7.796993,0.72,0.8836562,0.12691,0.8836562,0.22433001,1927830016.0,Oil & Gas E&P
MMC,9.43,23.234358,2.86,7.859808,0.32048,7.859808,0.20994,7246000128.0,Insurance Brokers
FLR,3.24,16.324074,1.67,4.2291703,0.15903,4.2291703,0.030989999,450000000.0,Engineering & Construction
CZR,1.29,30.403103,2.91,1.9900548,-0.063769996,1.9900548,0.22408001,3668000000.0,Resorts & Casinos
PVH,12.67,7.771113,0.86,1.0600204,0.14523,1.0600204,0.08596,1210800000.0,Apparel Manufacturing
PCG,1.48,13.540541,1.55,1.6316562,0.09972,1.6316562,0.20982,8403999744.0,Utilities—Regulated Electric
H,4.11,35.289536,1.94,3.7672725,0.3781,3.7672725,0.048899997,673000000.0,Lodging
GPC,8.47,13.413222,1.99,3.3643281,0.24416,3.3643281,0.063319996,2055010944.0,Auto Parts
DTE,7.19,16.869263,3.61,2.1669376,0.13638,2.1669376,0.17791,3448000000.0,Utilities—Regulated Electric
CP,3.59,21.465181,4.08,1.6292443,0.08088,1.6292443,0.37418997,7609999872.0,Railroads
CNI,5.93,18.247892,5.16,3.4968493,0.27552998,3.4968493,0.39635,8840999936.0,Railroads
WEN,1.06,18.54717,2.75,15.359375,0.64339995,15.359375,0.16178,504182016.0,Restaurants
PRGO,3.12,8.36218,1.0,0.78294265,-0.024230001,0.78294265,0.04223,545000000.0,Drug Manufacturers—Specialty & Generic
CCI,2.71,39.328415,-8.22,8.7540045,0.20527,8.7540045,0.36743,3993999872.0,REIT—Specialty
TRP,2.71,17.08487,-6.05,1.7383142,0.10684,1.7383142,0.39584,9722999808.0,Oil & Gas Midstream
TDC,2.46,13.50813,1.09,42.602566,0.42321,42.602566,0.15367,289000000.0,Software—Infrastructure
OC,16.42,10.982947,1.64,2.8639488,0.19860001,2.8639488,0.20257999,2288000000.0,Building Products & Equipment
INCY,6.14,12.399023,1.82,4.628526,0.00802,4.628526,0.14961,80491000.0,Biotechnology
RCL,14.09,14.340667,0.54,7.711625,0.44263,7.711625,0.33483002,5641999872.0,Travel Services
COO,4.08,25.943628,2.5,2.6592803,0.0465,2.6592803,0.19195999,1023000000.0,Medical Instruments & Supplies
CNQ,2.6,13.03077,-25.93,1.798397,0.19099002,1.798397,0.31991,16433999872.0,Oil & Gas E&P
LNG,11.35,16.52423,-0.5,8.285841,0.58331,8.285841,0.44904998,8064000000.0,Oil & Gas Midstream
IMAX,1.25,19.248,1.14,4.379323,0.08038,4.379323,0.21106,79047000.0,Entertainment
FMC,4.67,13.522484,1.32,1.7108722,0.38454,1.7108722,0.14849,703299968.0,Agricultural Inputs
DCI,3.99,18.506266,2.02,5.955799,0.29468,5.955799,0.16195999,647500032.0,Specialty Industrial Machinery
CTAS,4.68,43.935898,3.79,20.619734,0.40462002,20.619734,0.22427,2450383872.0,Specialty Business Services
CCJ,1.15,45.652176,2.18,3.6883519,0.04226,3.6883519,0.15412,588593024.0,Uranium
TRGP,7.97,20.736513,1.33,14.680227,0.29883,14.680227,0.17608,3774899968.0,Oil & Gas Midstream
PGR,13.7,17.71679,0.38,5.2352095,0.36411,5.2352095,0.15293999,10807000064.0,Insurance—Property & Casualty
EQT,2.84,12.5422535,1.31,1.0444828,0.018229999,1.0444828,-0.22052,2601137920.0,Oil & Gas E&P
CC,2.49,7.156626,1.96,3.678778,0.14852999,3.678778,0.08322,801000000.0,Specialty Chemicals
WAT,12.67,30.561167,4.98,19.919235,0.5457,19.919235,0.26699,995238016.0,Diagnostics & Research
TRI,4.19,39.32697,3.99,6.3794036,0.20406,6.3794036,0.23506,2092000000.0,Specialty Business Services
GNTX,2.1,14.538096,0.98,2.8658595,0.18513,2.8658595,0.20661,597018112.0,Auto Parts
CRUS,7.56,14.589948,13.34,3.1839964,0.17181998,3.1839964,0.1251,423134016.0,Semiconductors
SJM,10.53,10.723647,2.63,1.5465103,0.10090999,1.5465103,0.16912001,1977900032.0,Packaged Foods
PPC,4.02,12.480099,-0.84,2.8293478,0.26968,2.8293478,0.115159996,1934077056.0,Packaged Foods
EGO,1.65,9.90303,0.25,0.885973,0.07929,0.885973,0.30893,574297984.0,Gold
CSGS,4.5,10.353333,1.1,4.8314843,0.19694,4.8314843,0.11201,165592000.0,Software—Infrastructure
COLM,4.25,18.905882,2.0,2.5975494,0.11625,2.5975494,0.12078,398443008.0,Apparel Manufacturing
CMS,3.58,19.078213,2.75,2.5875134,0.11501,2.5875134,0.23465,2739000064.0,Utilities—Regulated Electric
MSM,4.3,18.76744,2.34,3.2413542,0.1769,3.2413542,0.09942,486878016.0,Industrial Distribution
CYBR,3.39,81.46313,2.21,13.306351,-0.01676,13.306351,-0.1067,-44869000.0,Software—Infrastructure
CR,5.87,26.826237,2.37,5.712057,0.18377,5.712057,0.17616,430300000.0,Specialty Industrial Machinery
CNP,1.74,16.425287,2.47,1.7680172,0.09573,1.7680172,0.22575001,3081999872.0,Utilities—Regulated Electric
CDE,0.56,10.982143,-1.48,2.3800309,-0.07355,2.3800309,0.07511,125183000.0,Gold
CACI,26.61,20.792185,1.95,3.3795936,0.13324,3.3795936,0.08743,833776000.0,Information Technology Services
ULTA,22.87,16.512897,-5.7,7.607163,0.54978,7.607163,0.12899,1827608064.0,Specialty Retail
NWE,3.63,14.5427,2.58,1.1491076,0.081590004,1.1491076,0.19909,556462016.0,Utilities—Regulated Electric
NFG,6.18,9.622978,1.48,1.7498382,0.105399996,1.7498382,0.36611998,1204521984.0,Oil & Gas Integrated
MOD,4.74,23.550634,0.9,6.824184,0.21461001,6.824184,0.1196,344500000.0,Auto Parts
HMY,1.45,7.2896547,0.51,0.16070911,0.22915001,0.16070911,0.23087999,18773000192.0,Gold
FLS,3.26,16.423313,0.92,3.416502,0.14191,3.416502,0.1112,578211008.0,Specialty Industrial Machinery
CRC,4.05,12.822222,-1.41,1.7177731,0.07881,1.7177731,0.09823,226000000.0,Oil & Gas E&P
CPK,6.25,18.8,2.92,2.0302377,0.09205,2.0302377,0.25392,280726016.0,Utilities—Regulated Gas
CE,12.41,10.057212,0.73,1.9030266,0.28254,1.9030266,0.11958,1871000064.0,Chemicals
TEL,9.02,16.63193,2.55,3.6417043,0.26461,3.6417043,0.18559,3808999936.0,Electronic Components
SNX,12.88,8.967391,1.35,1.1921966,0.08249,1.1921966,0.020669999,1681473024.0,Electronics & Computer Distribution
SJW,2.95,18.60678,2.7,1.3673617,0.07047,1.3673617,0.26345,279239008.0,Utilities—Regulated Water
PDCO,2.52,8.273809,1.01,1.9305556,0.16284001,1.9305556,0.021329999,347879008.0,Medical Distribution
MCY,6.5,10.093846,0.36,1.9507627,0.34498,1.9507627,0.19262,792316032.0,Insurance—Property & Casualty
JKS,2.33,11.746782,1.15,0.069692895,0.03454,0.069692895,0.012200001,11951111168.0,Solar
JAZZ,21.53,5.1300507,1.16,1.8124979,0.10837,1.8124979,0.19479999,1423776000.0,Biotechnology
CBOE,9.16,22.925764,2.57,5.560999,0.20039,5.560999,0.29949,1262400000.0,Financial Data & Stock Exchanges
TRNO,1.64,36.52439,3.94,1.675009,0.05243,1.675009,0.39134997,207494000.0,REIT—Industrial
OSK,11.14,9.263016,0.72,1.6367155,0.17764999,1.6367155,0.09769,1261100032.0,Farm & Heavy Construction Machinery
OLN,2.81,14.540926,7.64,2.316458,0.06448,2.316458,0.01894,906200000.0,Chemicals
OLED,5.43,33.195213,4.0,5.391541,0.16034001,5.391541,0.41457,296028000.0,Electronic Components
MTW,0.93,9.569892,-4.71,0.51454,-0.01491,0.51454,0.0202,123400000.0,Farm & Heavy Construction Machinery
MTRN,6.2,16.945162,1.61,2.3394494,0.082279995,2.3394494,0.07811,187984992.0,Other Industrial Metals & Mining
KGC,0.85,11.741176,-0.88,1.9408789,0.078099996,1.9408789,0.23616,1992800000.0,Gold
IAG,0.79,6.835443,0.27,1.164546,0.05865,1.164546,0.31716,298900000.0,Gold
DECK,6.34,24.940062,2.15,10.810884,0.4357,10.810884,0.23266001,1145432064.0,Footwear & Accessories
CNC,7.17,8.859136,0.82,1.1865135,0.11559,1.1865135,0.0296,5919000064.0,Healthcare Plans
CASY,16.16,24.331064,-2.75,4.61339,0.17273001,4.61339,0.061339997,1087149952.0,Specialty Retail
STR,0.41,53.73171,-1.34,1.1714346,-0.01204,1.1714346,0.33561,512230016.0,Oil & Gas E&P
SSP,-0.48,-7.3333335,0.27,0.40283817,-0.19748,0.40283817,0.09884,393600992.0,Broadcasting
SM,8.1,4.9728394,0.75,1.1347437,0.22211,1.1347437,0.51421,1836525952.0,Oil & Gas E&P
MTG,2.75,8.567272,7.59,1.2035145,0.14972,1.2035145,0.88026,1006726976.0,Insurance—Specialty
MAC,-0.19,-96.42105,159.0,1.5823113,-0.02647,1.5823113,-0.12272,370736992.0,REIT—Retail
EXAS,-0.06,-1163.3334,-0.74,4.0377164,-0.056009997,4.0377164,-0.03133,-68901000.0,Diagnostics & Research
ERIE,13.4,30.983582,3.96,23065.557,0.31418,23065.557,0.18014999,717141760.0,Insurance Brokers
CRK,0.46,24.23913,-36.7,1.4096081,-0.023710001,1.4096081,-0.20444,651475968.0,Oil & Gas E&P
CMC,4.7,11.580852,-1.27,1.444418,0.1153,1.444418,0.07812,912470976.0,Steel
CLNE,-0.05,-56.6,-0.6,0.8739963,-0.111499995,0.8739963,-0.05709,1813000.0,Oil & Gas Refining & Marketing
UTHR,27.96,13.376967,0.69,2.735204,0.18808001,2.735204,0.54507,1412099968.0,Biotechnology
TU,0.76,20.644737,8.97,1.4708915,0.046669997,1.4708915,0.14959,5065999872.0,Telecom Services
MKL,98.43,15.696434,0.36,1.2123951,0.19139,1.2123951,0.29739,4515948032.0,Insurance—Property & Casualty
KRC,1.29,30.147287,-3.56,0.85326254,0.039189998,0.85326254,0.29107,639332992.0,REIT—Office
KIM,0.69,34.536232,-4.47,1.5264877,0.03829,1.5264877,0.33708,1195842048.0,REIT—Retail
ITT,6.55,21.454962,2.26,4.16595,0.18845,4.16595,0.18086,721600000.0,Specialty Industrial Machinery
INFN,0.39,17.23077,6.72,12.0,-0.71107,12.0,-0.04817,31710000.0,Communication Equipment
HNI,3.56,13.966292,1.68,2.8074536,0.15605,2.8074536,0.104729995,308900000.0,Business Equipment & Supplies
CUK,1.68,11.851191,1.16,2.9344141,0.20120001,2.9344141,0.27609,5878000128.0,Leisure
CNO,3.65,9.841095,1.0,1.3888565,0.11979,1.3888565,0.06994,893400000.0,Insurance—Life
ZBRA,15.83,24.298168,1.37,5.795128,0.11873999,5.795128,0.15618,803000000.0,Communication Equipment
SIMO,4.14,12.748793,0.72,2.1961467,0.112110004,2.1961467,0.115150005,110246000.0,Semiconductors
NEOG,0.59,24.474577,3.04,0.99806464,-0.00749,0.99806464,0.03396,179536992.0,Diagnostics & Research
LKQ,3.62,10.193371,0.32,1.5460678,0.117740005,1.5460678,0.09235,1732000000.0,Auto Parts
LANC,7.14,25.275911,8.68,5.2639713,0.17476,5.2639713,0.106120005,272587008.0,Packaged Foods
GIB,5.93,18.794266,4.65,2.822019,0.19514,2.822019,0.16322,2596126976.0,Information Technology Services
CSV,2.55,14.466666,1.07,2.7949085,0.1933,2.7949085,0.23125,110280000.0,Personal Services
CSL,22.83,18.49584,1.4,6.919346,0.31456,6.919346,0.2383,1328099968.0,Building Products & Equipment
CHD,3.73,28.083109,3.28,6.606332,0.19531,6.606332,0.22294001,1318000000.0,Household & Personal Products
CDW,10.12,18.614626,5.02,10.680956,0.53360003,10.680956,0.0877,1996300032.0,Information Technology Services
SCVL,3.17,10.772871,1.28,1.5003735,0.13158,1.5003735,0.09041,131378000.0,Apparel Retail
PCH,0.75,55.74667,11.46,1.606841,0.0077100005,1.606841,0.028889999,137464992.0,REIT—Specialty
NWN,2.85,13.51228,6.01,1.1057513,0.06339,1.1057513,0.07418,331814016.0,Utilities—Regulated Gas
MASI,4.33,33.30716,3.12,5.6049123,0.059320003,5.6049123,0.05702,212100000.0,Medical Devices
LC,0.84,16.916668,-3.58,1.18942,0.04058,1.18942,0.060060002,119953000.0,Banks—Regional
IPG,2.75,10.72,2.9,2.9474106,0.21792999,2.9474106,0.16194999,1732099968.0,Advertising Agencies
CSGP,1.12,64.73214,7.64,3.9632647,0.02386,3.9632647,0.03422,170300000.0,Real Estate Services
CNK,1.89,15.793652,1.96,6.413838,0.53865004,6.413838,0.17726,490000000.0,Entertainment
SCOR,1.38,3.9203622,-0.1,0.5771389,-0.11185,0.5771389,-0.01672,20517000.0,Internet Content & Information
SCI,3.94,20.715736,1.93,7.2719173,0.31045,7.2719173,0.20603001,1222834944.0,Personal Services
SCHL,2.61,9.440613,1.94,0.72423726,0.023659999,0.72423726,-0.36214,79800000.0,Publishing
PRTA,-4.3,-3.8720927,-0.21,1.5385326,-0.08753,1.5385326,0.4422,-90407000.0,Biotechnology
PRGS,5.58,11.532258,6.66,6.4862413,0.1898,6.4862413,0.24315001,242875008.0,Software—Infrastructure
PNW,4.75,18.069473,2.48,1.5699365,0.10266,1.5699365,0.24952,1918966016.0,Utilities—Regulated Electric
OGE,2.28,17.394737,-1.51,1.7791137,0.092810005,1.7791137,0.26788,1176099968.0,Utilities—Regulated Electric
LSCC,1.39,37.604317,-7.58,10.303568,0.29824,10.303568,0.20265,181716992.0,Semiconductors
LEA,13.68,7.070175,0.68,1.1077896,0.12560001,1.1077896,0.0399,1655500032.0,Auto Parts
IRBT,-1.43,-6.678322,-0.08,0.35984778,0.03996,0.35984778,-0.31761,45473000.0,"Furnishings, Fixtures & Appliances"
HTGC,2.0,9.615,1.94,1.6640706,0.18363,1.6640706,0.84253997,414927008.0,Asset Management
CMP,0.53,22.735851,4.96,1.4154823,0.17011999,1.4154823,0.00992,278800000.0,Other Industrial Metals & Mining
SXT,3.44,21.98837,6.62,2.9514592,0.083000004,2.9514592,0.12868,241774000.0,Specialty Chemicals
SON,5.79,8.83247,2.18,2.0411096,0.11987001,2.0411096,0.09854,973206016.0,Packaging & Containers
SBRA,0.68,27.411764,5.01,1.6066195,0.03462,1.6066195,0.36324,407364992.0,REIT—Healthcare Facilities
RKT,0.65,24.169231,-1.83,3.3382916,0.04085,3.3382916,0.22554001,872534976.0,Mortgage Finance
PAR,0.3,204.76666,-4.49,3.5609531,-0.15656,3.5609531,-0.273,-65457000.0,Software—Application
OTEX,4.18,6.9330144,0.99,1.833597,0.11502,1.833597,0.19917,1559299968.0,Software—Application
NCLH,1.99,12.502512,0.29,9.635941,0.69788,9.635941,0.24628,2335271936.0,Travel Services
JBL,10.01,12.754245,1.11,8.360291,0.60295,8.360291,0.05327,2143000064.0,Electronic Components
FUL,4.65,15.690322,1.39,2.1643429,0.10236,2.1643429,0.123100005,594385024.0,Specialty Chemicals
EE,1.19,20.40336,2.4,1.2190591,0.07102,1.2190591,0.27208,315879008.0,Oil & Gas Midstream
CRI,4.99,10.825652,-8.63,2.347471,0.28551,2.347471,0.101569995,366744992.0,Apparel Retail
CRH,6.04,15.860928,1.36,3.159735,0.15487,3.159735,0.17941,6336000000.0,Building Materials
CPA,16.81,5.8078523,1.67,1.8111829,0.35426,1.8111829,0.19466,1040345024.0,Airlines
COHU,1.08,25.324074,-5.29,1.4475496,-0.05515,1.4475496,-0.16612,4380000.0,Semiconductor Equipment & Materials
CAMT,3.15,23.55873,2.53,7.073682,0.21204,7.073682,0.25231,91825000.0,Semiconductor Equipment & Materials
VC,9.04,10.08739,-0.78,2.1239083,0.51302,2.1239083,0.08469,429000000.0,Auto Parts
UTL,3.1,18.167742,3.25,1.7909498,0.09746,1.7909498,0.1348,164268992.0,Utilities—Diversified
UNF,8.57,20.9895,3.35,1.5874754,0.07075,1.5874754,0.08447,325985984.0,Specialty Business Services
TPC,1.85,14.2216215,-2.02,1.0522317,-0.013730001,1.0522317,0.0363,108071000.0,Engineering & Construction
SKT,0.89,37.292133,6.12,6.554107,0.18969999,6.554107,0.31375998,270183008.0,REIT—Retail
SEM,1.95,18.435898,1.92,2.4315186,0.18424,2.4315186,0.080129996,819772992.0,Medical Care Facilities
PRMW,1.57,16.898088,0.91,2.923738,0.058080003,2.923738,0.11052,385400000.0,Beverages—Non-Alcoholic
NDSN,10.41,23.92219,1.99,4.989881,0.17406,4.989881,0.25397,818784000.0,Specialty Industrial Machinery
MX,5.22,0.7318008,0.19,0.47212955,-0.118240006,0.47212955,-0.24118,-35105000.0,Semiconductors
FCN,8.75,22.707428,3.04,3.1167548,0.15158,3.1167548,0.09814999,461153984.0,Consulting Services
ECPG,8.0,5.72375,0.63,1.0978446,-0.17642,1.0978446,0.28664,336155008.0,Mortgage Finance
DLX,3.36,5.6160717,0.79,1.3458384,0.06219,1.3458384,0.11796,395947008.0,Conglomerates
CVEO,0.56,45.55357,-3.64,1.2922345,0.06801,1.2922345,0.00122,80500000.0,Lodging
CHE,25.1,21.18247,2.13,6.4644303,0.26760998,6.4644303,0.15203,424527008.0,Medical Care Facilities
CCU,0.82,13.219513,0.64,0.002812501,0.08337,0.002812501,-0.060939997,294257655808.0,Beverages—Brewers
CCK,6.88,13.627907,1.57,4.3766046,0.08377,4.3766046,0.13826,1855000064.0,Packaging & Containers
CBT,7.85,13.8878975,1.0,4.439829,0.37944,4.439829,0.17028,769000000.0,Specialty Chemicals
CALX,0.68,52.205883,3.47,3.0233352,-0.02409,3.0233352,-0.05422,-17120000.0,Software—Infrastructure
VICR,1.04,44.269234,4.23,3.7464402,0.00842,3.7464402,0.061440002,34938000.0,Electronic Components
TEX,5.52,9.313406,-0.92,1.7337785,0.26914,1.7337785,0.09983,646300032.0,Farm & Heavy Construction Machinery
SPNS,1.59,23.276728,3.17,4.4915047,0.15742,4.4915047,0.15996,98354000.0,Software—Application
SATS,-2.75,-8.9745455,0.32,0.34254944,-0.21079999,0.34254944,-0.01654,1396129024.0,Communication Equipment
RCI,3.8,9.494738,2.35,1.7116562,0.13529,1.7116562,0.27081,9008000000.0,Telecom Services
POOL,12.03,30.179552,-3.7,9.652,0.31463,9.652,0.12307999,679414976.0,Industrial Distribution
MEOH,3.77,10.3687,0.37,1.311085,0.102139995,1.311085,0.08164,467596000.0,Chemicals
LOPE,8.78,15.505695,0.19,5.225502,0.31231,5.225502,0.18781,301148992.0,Education & Training Services
LNN,6.4,18.717188,0.91,2.7019894,0.14149,2.7019894,0.08437,97385000.0,Farm & Heavy Construction Machinery
LINC,0.62,21.85484,3.05,2.5883477,0.04986,2.5883477,-0.0049799997,20438000.0,Education & Training Services
FSTR,1.88,10.12766,1.21,1.3958944,0.04961,1.3958944,0.03199,24657000.0,Railroads
EVER,0.6,28.699997,-3.51,5.9916487,-0.26414,5.9916487,0.05371,-5132000.0,Internet Content & Information
DMRC,-0.74,-43.175674,-2.15,8.847964,-0.52506,8.847964,-0.96175003,-38121000.0,Information Technology Services
CLDT,-0.11,-71.454544,-4.39,0.5014994,-0.00035999998,0.5014994,0.16330999,89089000.0,REIT—Hotel & Motel
WLK,8.69,15.205984,1.38,1.6068584,0.02851,1.6068584,0.12785,1904999936.0,Specialty Chemicals
VAC,7.05,11.165957,1.87,1.1634128,0.065570004,1.1634128,0.15092,648000000.0,Resorts & Casinos
UGI,3.0,7.8199997,1.42,1.0759493,0.14852001,1.0759493,0.10942,1848999936.0,Utilities—Regulated Gas
TTC,4.59,17.755991,1.9,5.1328883,0.2565,5.1328883,0.13744001,665800000.0,Tools & Accessories
SUI,2.13,61.1784,44.15,2.3594916,0.011419999,2.3594916,0.19409001,1260000000.0,REIT—Residential
SSD,8.46,21.13357,4.76,4.044748,0.18205,4.044748,0.21490999,508296000.0,Lumber & Wood Production
SID,0.2,10.0,57.87,0.1887861,0.01293,0.1887861,0.13541001,8545571840.0,Steel
RM,5.4,5.2814813,0.27,0.8397869,0.07472,0.8397869,0.21016,117217000.0,Credit Services
REG,2.06,34.669903,-6.23,1.9842746,0.0583,1.9842746,0.36887002,918003968.0,REIT—Retail
ON,4.34,16.357141,5.21,3.520107,0.2183,3.520107,0.26931,2716600064.0,Semiconductors
NVRO,-2.58,-2.143411,0.01,0.75013566,-0.27221,0.75013566,-0.23196,-84492000.0,Medical Devices
MTH,21.94,8.360985,-1.15,1.319494,0.17192,1.319494,0.14986,1023811008.0,Residential Construction
LPL,-0.3,-12.366666,0.04,0.00026581247,-0.17636,0.00026581247,-0.011820001,3993547046912.0,Consumer Electronics
GHM,1.13,24.9823,1.64,2.8366158,0.04696,2.8366158,0.06194,12049000.0,Specialty Industrial Machinery
GHC,49.0,17.181225,0.88,0.91111076,0.05939,0.91111076,0.10241,496876000.0,Education & Training Services
CTRN,-0.89,-21.179775,-0.27,1.146036,-0.15144,1.146036,-0.12593001,-12748000.0,Apparel Retail
CRTO,4.34,7.7050686,-1.65,1.7272726,0.099530004,1.7272726,0.07837,240448992.0,Advertising Agencies
CORT,1.66,28.686747,-0.87,7.805278,0.25773,7.805278,0.25527,144086000.0,Biotechnology
CHGG,0.93,1.7526882,0.13,0.46097285,-0.89528,0.46097285,0.04009,84194000.0,Education & Training Services
SQM,4.0,9.7925,4.95,2.2662578,0.00677,2.2662578,0.2386,1975394944.0,Specialty Chemicals
SMCI,4.32,6.0300922,0.14,2.7950644,0.32469,2.7950644,0.06469,1304590720.0,Computer Hardware
SLG,-2.44,-30.487703,13.41,1.4554027,-0.03143,1.4554027,0.0805,415115008.0,REIT—Office
SKM,3.16,7.1962023,1.63,0.0004109693,0.0967,0.0004109693,0.12133,5136972775424.0,Telecom Services
SCL,4.02,18.131842,7.12,1.365058,0.037839998,1.365058,0.04566,183524000.0,Specialty Chemicals
ROIC,0.29,53.75862,5.1,1.5458602,0.045500003,1.5458602,0.32583,204658000.0,REIT—Retail
PRIM,3.84,16.559896,1.88,2.626926,0.12601,2.626926,0.05538,399283008.0,Engineering & Construction
PODD,3.81,61.839897,4.7,16.545647,0.50931,16.545647,0.111770004,364000000.0,Medical Devices
ORI,3.2,10.78125,1.23,1.3437196,0.1518,1.3437196,0.19141,1300324992.0,Insurance—Property & Casualty
NJR,2.89,15.650518,2.61,2.217157,0.113900006,2.217157,-0.07469,537507008.0,Utilities—Regulated Gas
